h_str,a_str,hth,h_poise,a_poise,result
76.3,80.8,2.0,1.0,0.0,LOSE
81.4,75.9,2.2,0.4,2.0,WIN
76.5,75.2,1.6,1.0,1.3333333333333333,WIN
81.9,73.4,1.6,0.2,3.0,WIN
75.9,77.2,1.8,0.4,1.0,DRAW
75.8,74.6,1.8,0.0,1.0,WIN
74.3,80.8,1.8,2.0,0.3333333333333333,DRAW
78.4,82.7,2.0,2.0,1.6666666666666667,LOSE
73.3,82.4,1.4,1.4,0.0,DRAW
75.5,75.9,0.6,0.2,0.6666666666666666,LOSE
76.5,76.0,1.6,0.2,2.0,WIN
82.0,82.8,2.6,3.0,0.6666666666666666,WIN
82.0,75.5,3.0,1.4,1.0,WIN
76.5,75.5,1.4,0.4,3.0,DRAW
74.3,77.1,2.0,0.8,1.3333333333333333,LOSE
76.5,83.0,1.2,1.0,1.0,LOSE
73.7,73.9,1.2,1.2,0.0,WIN
73.9,76.3,2.4,0.8,0.0,WIN
77.6,75.9,1.4,0.4,2.3333333333333335,WIN
76.9,82.7,1.4,2.4,1.3333333333333333,LOSE
83.2,79.0,2.2,1.6,2.3333333333333335,DRAW
77.2,83.6,1.6,1.8,0.6666666666666666,WIN
80.7,76.6,2.6,0.8,2.0,LOSE
76.2,77.4,1.4,1.0,1.0,LOSE
73.9,76.5,1.4,0.0,1.0,DRAW
75.7,77.2,0.6,0.8,1.0,LOSE
77.1,83.6,1.6,2.6,1.3333333333333333,DRAW
75.6,73.8,2.4,0.6,1.6666666666666667,WIN
83.5,81.6,2.0,1.4,0.0,DRAW
76.3,77.2,1.4,0.4,0.6666666666666666,WIN
83.0,73.9,2.6,0.0,3.0,WIN
82.8,73.4,3.0,0.0,3.0,WIN
82.7,76.2,3.0,0.2,3.0,LOSE
73.2,76.1,1.6,0.4,1.6666666666666667,LOSE
74.3,77.8,2.4,0.4,0.0,WIN
76.6,75.6,1.4,0.8,1.0,DRAW
74.8,80.7,1.4,1.4,0.0,DRAW
76.6,75.1,1.2,0.8,0.0,WIN
81.1,83.0,2.0,2.4,2.3333333333333335,DRAW
77.6,82.4,1.8,1.2,1.3333333333333333,LOSE
82.7,71.6,2.2,0.0,3.0,DRAW
76.5,77.4,1.8,1.4,1.0,DRAW
82.8,82.2,3.0,1.4,2.0,WIN
76.1,74.8,0.6,0.0,1.3333333333333333,LOSE
80.8,74.1,2.0,0.6,1.3333333333333333,WIN
73.1,81.1,1.2,1.6,0.0,WIN
76.3,73.6,1.0,0.0,0.0,WIN
75.2,76.5,2.4,1.2,2.3333333333333335,WIN
75.3,77.8,1.8,1.6,2.0,LOSE
81.3,76.5,3.0,0.4,3.0,WIN
82.0,76.6,2.0,1.2,2.3333333333333335,WIN
78.5,83.5,1.4,2.2,0.6666666666666666,LOSE
82.0,73.0,2.4,0.2,3.0,WIN
84.2,76.0,2.2,0.8,2.0,WIN
76.3,78.5,1.0,1.6,0.0,DRAW
75.7,75.7,1.4,1.0,0.0,WIN
75.0,74.9,1.0,0.8,0.6666666666666666,LOSE
77.9,75.2,1.8,0.8,1.3333333333333333,DRAW
81.1,81.3,1.6,1.6,1.0,WIN
74.2,82.8,3.0,2.0,0.0,DRAW
76.7,77.8,1.2,0.4,0.0,WIN
74.1,82.2,1.0,1.2,0.0,LOSE
83.0,76.6,3.0,1.2,0.6666666666666666,WIN
76.6,76.3,0.0,0.2,3.0,WIN
78.5,75.3,2.4,0.6,2.0,WIN
74.2,74.2,1.6,0.0,1.0,DRAW
75.6,74.0,2.4,0.6,0.3333333333333333,WIN
76.4,77.9,1.6,2.0,2.0,DRAW
81.8,75.7,3.0,0.6,2.3333333333333335,WIN
78.4,81.0,1.2,1.6,1.0,WIN
83.2,73.3,2.2,0.6,2.0,DRAW
78.4,73.5,1.2,0.2,0.0,WIN
76.2,75.9,1.8,0.2,1.0,WIN
76.9,73.1,1.2,0.2,3.0,WIN
76.5,74.9,1.2,1.2,0.6666666666666666,LOSE
75.6,76.6,2.4,0.8,2.0,LOSE
80.9,81.3,2.0,0.8,1.6666666666666667,WIN
81.8,78.5,3.0,1.8,1.0,WIN
75.3,81.8,1.0,1.8,0.0,LOSE
78.0,83.0,1.4,1.6,1.3333333333333333,LOSE
82.3,75.4,2.6,0.6,2.0,DRAW
73.2,78.0,0.4,2.0,1.0,WIN
79.2,75.4,2.4,1.0,2.0,WIN
73.1,76.7,1.6,1.2,3.0,WIN
80.6,73.6,2.0,0.2,0.0,WIN
75.5,82.6,2.4,0.8,1.0,WIN
77.6,78.0,0.8,0.4,0.3333333333333333,LOSE
75.2,73.6,0.4,0.2,0.0,DRAW
75.7,82.5,2.2,1.6,1.3333333333333333,LOSE
77.4,73.4,3.0,0.2,1.0,WIN
76.2,76.2,0.6,0.8,1.3333333333333333,WIN
73.2,76.4,1.0,1.2,2.3333333333333335,WIN
76.7,80.7,1.2,2.6,0.0,LOSE
81.2,74.9,3.0,1.2,2.0,WIN
82.8,80.9,2.2,1.0,0.0,DRAW
81.0,74.2,2.0,1.2,2.3333333333333335,WIN
73.6,79.5,2.6,1.6,0.0,LOSE
83.7,76.2,3.0,1.2,2.0,LOSE
73.8,77.5,2.2,1.4,0.0,WIN
77.5,76.1,1.8,0.8,1.6666666666666667,WIN
80.5,74.4,1.8,1.0,2.0,DRAW
76.3,75.3,1.0,0.6,1.3333333333333333,WIN
75.0,73.2,1.2,0.8,2.0,DRAW
76.8,77.5,1.8,0.2,0.0,DRAW
82.7,82.5,2.4,1.8,1.3333333333333333,DRAW
74.5,76.7,2.0,0.8,0.0,WIN
76.4,74.4,1.6,0.6,1.3333333333333333,WIN
77.5,75.1,1.8,0.6,2.0,WIN
81.1,77.3,1.4,1.0,2.3333333333333335,DRAW
82.5,77.4,2.0,1.4,1.3333333333333333,WIN
73.5,76.2,2.6,0.4,0.0,WIN
76.5,80.6,2.0,1.6,0.3333333333333333,LOSE
73.5,75.9,0.8,1.8,1.0,WIN
83.4,82.2,2.4,2.0,1.0,WIN
80.4,74.0,2.6,0.4,2.0,DRAW
80.8,75.7,3.0,0.8,3.0,WIN
77.1,77.4,1.6,0.6,0.0,LOSE
76.1,75.0,2.4,1.2,1.3333333333333333,LOSE
77.3,76.5,0.8,0.6,1.3333333333333333,WIN
75.5,73.9,0.6,0.4,0.0,DRAW
81.8,73.8,1.8,0.2,3.0,WIN
74.1,82.8,1.4,2.2,1.0,LOSE
74.9,82.0,0.4,2.6,1.0,LOSE
75.7,75.4,3.0,0.8,1.0,WIN
75.9,82.5,1.2,0.8,0.3333333333333333,WIN
81.7,73.9,3.0,0.6,2.3333333333333335,WIN
77.0,73.6,1.4,0.2,3.0,WIN
75.4,76.6,0.4,0.8,0.3333333333333333,DRAW
76.5,76.4,2.0,0.0,1.3333333333333333,WIN
77.5,73.7,3.0,0.6,0.0,WIN
75.9,77.6,1.8,0.6,0.0,DRAW
74.9,83.8,1.4,2.0,1.3333333333333333,LOSE
74.6,80.7,1.8,1.0,0.6666666666666666,LOSE
80.8,82.4,1.4,2.2,0.6666666666666666,WIN
75.5,82.1,0.6,0.6,1.0,LOSE
73.2,75.7,1.2,0.2,0.0,WIN
73.4,76.7,2.6,0.8,0.0,WIN
76.0,78.5,2.0,0.2,0.3333333333333333,WIN
77.6,77.5,0.8,0.6,1.3333333333333333,DRAW
73.9,81.7,2.0,2.6,1.0,LOSE
80.7,75.3,2.6,1.8,2.0,LOSE
83.1,75.5,2.4,1.8,2.0,WIN
82.8,77.7,2.0,0.8,2.3333333333333335,WIN
74.6,75.4,0.6,0.6,3.0,WIN
75.7,81.8,2.0,1.6,0.0,LOSE
83.5,81.4,1.8,2.6,1.3333333333333333,DRAW
75.4,73.4,1.4,0.0,0.0,DRAW
78.7,77.6,1.8,0.4,1.6666666666666667,DRAW
74.3,73.0,0.4,0.6,1.3333333333333333,LOSE
76.0,78.0,1.2,0.8,1.3333333333333333,LOSE
75.5,73.2,2.0,0.4,0.0,LOSE
81.0,76.2,1.8,0.0,2.0,DRAW
75.4,82.8,3.0,2.0,1.3333333333333333,LOSE
74.6,81.3,1.0,2.0,1.0,DRAW
81.0,83.2,3.0,0.6,1.0,WIN
76.3,80.7,2.0,1.4,1.0,LOSE
78.0,81.4,1.0,2.0,1.0,WIN
83.1,75.0,1.8,1.8,3.0,WIN
72.3,78.9,1.8,0.2,1.0,DRAW
72.4,74.0,1.4,0.6,0.0,DRAW
73.5,73.4,2.6,0.6,0.0,LOSE
78.0,76.4,2.4,0.6,2.0,WIN
77.0,75.7,2.0,0.6,1.6666666666666667,WIN
80.7,75.5,2.0,1.8,0.6666666666666666,DRAW
81.8,81.4,2.0,2.6,1.3333333333333333,WIN
83.7,75.1,2.4,0.2,3.0,WIN
74.9,81.6,1.0,0.6,1.3333333333333333,LOSE
77.5,76.4,2.4,0.0,0.6666666666666666,WIN
74.3,83.7,0.6,2.4,0.3333333333333333,LOSE
83.1,76.9,1.8,1.4,0.3333333333333333,WIN
72.3,72.4,2.0,1.0,0.0,WIN
74.5,77.1,1.0,1.4,0.0,LOSE
74.8,77.0,0.4,0.2,1.3333333333333333,LOSE
78.9,82.3,1.4,1.2,0.3333333333333333,LOSE
75.3,73.6,1.4,0.2,1.0,WIN
77.4,81.1,1.4,2.0,2.3333333333333335,LOSE
81.0,80.6,3.0,2.0,1.0,WIN
79.5,76.5,2.4,0.0,1.6666666666666667,WIN
82.0,74.9,2.6,0.6,2.3333333333333335,WIN
83.7,75.9,2.2,0.6,3.0,WIN
73.9,80.4,1.0,1.4,1.0,DRAW
77.2,81.1,3.0,1.8,1.6666666666666667,LOSE
81.9,77.0,2.6,0.4,2.0,WIN
73.1,77.5,1.0,0.4,0.0,LOSE
83.3,74.5,2.4,0.6,2.0,WIN
71.3,81.0,2.4,2.4,0.0,LOSE
77.5,71.3,2.4,1.2,0.6666666666666666,DRAW
81.4,73.0,1.6,0.2,3.0,WIN
80.8,74.9,1.4,1.8,2.3333333333333335,WIN
75.1,77.7,1.0,0.4,1.3333333333333333,LOSE
76.4,75.6,2.0,0.4,1.3333333333333333,WIN
74.8,83.8,1.8,1.6,0.0,LOSE
80.8,77.8,3.0,0.8,2.5,WIN
77.2,80.5,1.8,2.6,0.75,DRAW
75.1,75.8,0.6,1.2,1.0,WIN
77.0,75.5,0.4,0.8,2.25,DRAW
82.4,76.6,3.0,1.0,2.0,LOSE
75.5,73.3,1.4,0.0,0,LOSE
79.5,77.9,2.4,0.8,1.75,WIN
74.5,84.7,0.0,1.6,0,LOSE
74.5,82.3,2.2,2.4,3.0,LOSE
84.0,77.7,1.8,1.0,1.25,WIN
75.8,84.0,2.0,1.0,1.0,LOSE
76.9,77.3,0.6,1.0,1.5,WIN
75.5,76.7,2.0,0.0,1.0,LOSE
76.6,75.2,0.8,0.4,0.5,LOSE
77.8,74.5,2.0,0.0,0,WIN
79.8,75.4,1.6,1.2,1.5,WIN
78.0,82.3,0.8,1.8,0.25,WIN
73.1,74.5,0.0,0.4,0,WIN
83.8,82.7,3.0,2.4,1.25,LOSE
85.2,78.4,2.6,0.4,1.25,DRAW
75.9,84.5,1.4,2.0,0.0,LOSE
75.5,75.0,0.8,1.0,0.5,LOSE
74.5,75.9,2.0,1.0,1.5,WIN
76.5,75.0,1.4,0.0,0,DRAW
73.1,76.9,3.0,1.4,0,DRAW
84.1,77.8,2.2,0.8,2.0,WIN
83.3,78.8,2.4,0.6,1.75,WIN
76.5,78.0,0.6,0.8,2.5,DRAW
83.5,76.5,2.4,1.4,3.0,DRAW
80.3,81.9,1.6,1.8,2.0,WIN
84.1,80.3,2.2,2.6,0.25,WIN
77.2,76.5,1.0,0.6,2.0,LOSE
78.2,83.1,2.0,2.4,1.0,LOSE
82.7,75.6,3.0,1.0,2.5,WIN
75.0,77.3,0.0,0.8,0,WIN
79.6,83.3,2.4,2.4,0.75,LOSE
77.8,83.9,1.4,1.0,1.25,DRAW
76.6,75.0,0.8,0.6,3.0,WIN
75.2,73.9,1.8,0.4,1.5,LOSE
78.2,73.1,1.4,3.0,0,WIN
76.1,74.5,1.4,0.5,0,WIN
75.3,77.2,0.6,1.6,1.5,LOSE
72.6,77.5,2.0,0.6,0,DRAW
80.1,75.6,2.0,1.4,1.5,DRAW
74.1,78.0,2.0,1.0,0.5,WIN
76.5,84.6,1.0,2.6,0.0,LOSE
77.0,78.2,0.8,0.8,1.25,DRAW
83.3,74.8,2.0,1.6,2.5,DRAW
83.4,81.9,2.4,1.2,2.25,DRAW
83.0,79.4,2.6,0.4,2.0,WIN
78.6,83.5,2.0,2.4,1.5,LOSE
77.3,82.6,1.6,2.4,1.0,LOSE
75.5,76.4,1.8,1.2,1.0,LOSE
77.2,83.0,1.0,1.0,1.0,LOSE
84.3,76.1,2.6,0.6,3.0,WIN
75.7,72.9,0.8,1.5,0,DRAW
78.2,75.8,1.8,0.8,1.75,WIN
77.6,80.5,1.4,2.0,1.5,LOSE
75.0,74.1,1.5,1.0,0,WIN
82.7,76.6,3.0,0.8,1.5,WIN
73.5,83.0,1.6666666666666667,3.0,0,LOSE
82.7,74.6,2.6,0.0,2.5,WIN
77.6,77.7,1.0,1.6,1.75,WIN
77.2,76.5,1.0,1.8,1.0,DRAW
78.3,75.5,1.4,1.8,1.75,WIN
75.9,77.4,1.4,0.8,1.5,DRAW
83.6,84.1,2.0,2.6,1.5,LOSE
81.5,75.0,3.0,0.3333333333333333,0,WIN
78.5,75.7,1.8,1.6,1.5,LOSE
74.7,80.7,2.4,2.0,2.0,DRAW
80.5,82.8,2.2,1.6,0.5,DRAW
75.7,79.0,1.0,0.8,0.0,DRAW
76.2,83.7,0.6,3.0,1.5,WIN
84.1,76.3,2.6,1.0,1.75,WIN
75.5,72.4,1.2,1.3333333333333333,0,WIN
83.0,75.5,1.6,0.8,2.5,WIN
76.6,81.3,0.4,1.4,0.75,WIN
75.1,79.1,2.0,0.2,0,DRAW
77.9,74.5,0.8,1.0,2.0,DRAW
78.8,76.9,0.8,0.6,1.75,DRAW
79.1,75.5,1.8,0.25,0,LOSE
73.7,82.6,1.25,1.8,0,WIN
84.5,75.7,2.6,1.6,3.0,WIN
74.5,76.2,2.0,0.0,1.5,WIN
77.3,74.5,1.4,0.2,1.75,LOSE
75.3,79.0,1.2,0.4,0.75,LOSE
77.9,77.5,1.0,0.8,1.75,WIN
84.1,76.7,1.4,2.0,2.0,WIN
78.6,83.3,1.8,0.8,0.75,LOSE
82.9,80.3,1.6,1.6,0.75,WIN
83.2,82.3,3.0,3.0,1.5,WIN
83.3,75.2,3.0,1.6,2.25,WIN
75.6,77.6,1.2,0.4,0.25,DRAW
77.6,84.4,1.2,3.0,0.0,LOSE
76.6,77.8,1.0,0.8,0.75,LOSE
80.0,73.5,2.2,1.0,0,WIN
75.9,83.7,1.4,2.4,0.75,LOSE
75.5,78.5,1.75,1.6,0,DRAW
78.3,77.5,1.0,0.4,1.5,WIN
75.7,74.7,1.0,1.0,0,WIN
77.8,78.8,1.4,1.0,0.5,DRAW
73.4,76.8,1.6,0.8,0,WIN
74.6,75.9,2.0,0.6,1.5,LOSE
78.2,75.8,1.4,1.6,1.5,LOSE
75.4,75.5,0.6,0.8,0,LOSE
77.5,80.0,1.2,1.0,1.75,LOSE
80.5,76.2,1.6,0.0,3.0,WIN
84.3,82.3,2.6,0.8,1.25,WIN
83.4,83.2,1.4,1.6,1.25,WIN
76.9,76.5,1.2,2.0,1.25,WIN
83.5,83.0,3.0,2.4,0.75,WIN
77.5,83.4,1.2,2.4,0.25,LOSE
80.5,78.1,2.2,1.6,0.75,WIN
75.7,75.4,1.6,1.0,0.0,WIN
76.2,77.5,0.8,0.4,0.75,DRAW
78.8,84.1,1.4,3.0,1.75,LOSE
75.9,72.5,0.8,0.8,0,WIN
82.9,74.3,3.0,0.8,1.0,WIN
75.9,78.2,1.0,0.6,1.75,WIN
75.5,77.1,1.6,0.8,0,DRAW
78.2,78.8,1.2,1.2,0.25,DRAW
82.4,76.3,2.2,0.2,1.5,DRAW
76.0,75.6,0.6,1.2,0.25,DRAW
74.5,75.9,2.0,1.4,0.0,LOSE
82.9,75.0,3.0,1.4,0,WIN
76.1,77.1,1.0,1.0,2.25,WIN
79.9,82.9,2.2,2.4,2.0,DRAW
78.0,78.4,0.8,0.4,1.0,WIN
75.7,82.6,2.2,0.8,0.0,LOSE
73.3,84.7,1.6,3.0,0,LOSE
78.5,83.4,0.8,1.8,1.25,WIN
75.6,76.5,1.8,0.0,0,DRAW
76.1,82.5,1.4,1.0,0.75,LOSE
75.5,74.1,0.6,0.8,1.5,DRAW
75.9,75.4,1.4,1.6,1.5,LOSE
83.5,73.1,3.0,0.2,0,WIN
82.8,76.0,2.0,0.8,1.25,WIN
75.7,78.3,1.2,0.6,1.25,WIN
84.9,77.4,3.0,1.0,1.75,WIN
77.2,78.9,1.0,1.4,0.0,LOSE
83.3,74.6,2.0,0.4,2.0,WIN
75.7,73.0,1.8,0.2,0,WIN
78.4,75.4,1.4,2.0,1.5,WIN
77.9,75.4,0.8,0.2,1.75,WIN
76.6,83.1,1.2,1.2,0.0,DRAW
75.6,75.9,0.6,0.2,1.5,DRAW
74.9,80.1,1.4,2.0,0,LOSE
83.5,82.5,3.0,1.4,1.75,LOSE
75.9,78.2,1.4,0.8,1.0,DRAW
83.5,75.7,3.0,0.6,1.75,WIN
78.2,83.4,0.8,2.0,1.0,WIN
82.5,76.5,2.2,0.8,2.5,WIN
75.9,75.5,0.8,0.4,1.75,WIN
74.5,76.7,1.6,1.4,1.5,WIN
76.6,76.2,1.6,1.4,1.25,DRAW
73.6,74.9,1.4,1.2,0,WIN
74.3,78.4,1.4,1.4,0.0,LOSE
77.5,83.3,1.4,1.4,1.0,DRAW
78.3,75.6,1.8,0.4,2.5,DRAW
82.5,84.5,3.0,3.0,1.25,LOSE
74.5,77.4,2.0,0.8,1.5,WIN
73.9,83.5,1.8,1.4,0,LOSE
76.3,76.8,1.8,0.8,1.75,WIN
76.0,84.0,1.4,3.0,0.25,LOSE
75.0,76.5,0.8,0.6,0.0,LOSE
78.1,77.5,1.6,1.8,1.25,LOSE
81.0,75.5,2.4,1.6,1.75,WIN
78.2,81.3,1.4,1.4,1.0,DRAW
80.1,76.5,1.8,0.4,2.0,DRAW
81.9,75.1,2.6,1.2,0,WIN
78.4,75.9,2.0,0.4,2.5,LOSE
81.5,74.0,2.4,0.4,3.0,WIN
75.0,74.9,0.8,1.8,0,DRAW
83.5,76.6,2.4,0.4,2.25,WIN
76.8,73.0,1.4,0.0,0,LOSE
77.2,77.9,1.4,0.4,1.5,LOSE
83.9,82.7,3.0,0.8,0.25,WIN
76.6,82.5,0.6,1.4,1.0,LOSE
75.7,79.7,1.0,2.0,1.0,LOSE
76.5,76.4,1.8,0.0,0.5,WIN
81.5,80.0,2.4,2.4,0.4,DRAW
76.8,83.5,2.4,2.0,0.8,DRAW
75.5,75.5,0.8,1.0,2.2,DRAW
78.0,74.4,1.0,0.2,1.0,LOSE
74.6,76.8,0.8,0.6,1.0,WIN
76.3,76.1,0.8,0.4,0.4,WIN
75.9,72.7,1.4,0.6,1.0,DRAW
84.7,73.7,3.0,1.6,3.0,WIN
74.5,82.8,2.4,0.2,0.3333333333333333,LOSE
78.8,82.5,1.8,1.8,0.4,DRAW
83.5,75.6,2.6,0.4,2.25,WIN
75.2,77.9,0.8,0.8,1.5,DRAW
83.5,74.8,3.0,1.2,0,WIN
73.4,76.3,1.8,0.8,0,DRAW
83.3,74.4,2.4,1.4,2.0,DRAW
76.4,77.8,0.8,2.2,0.75,WIN
76.7,75.7,0.4,1.0,0.75,DRAW
80.0,75.1,1.8,0.0,1.5,WIN
73.4,84.9,0.6,3.0,0.5,LOSE
76.0,82.9,1.8,1.6,1.0,LOSE
75.2,77.3,1.0,1.2,0.8,WIN
82.6,73.5,3.0,0.4,2.0,WIN
73.0,74.4,1.4,1.6,1.0,DRAW
80.3,78.8,1.8,1.6,1.8,WIN
73.8,75.0,0.0,0.6,0.0,DRAW
76.1,75.5,1.4,0.0,2.0,LOSE
82.5,75.5,2.0,0.2,2.0,DRAW
76.5,84.0,1.6,3.0,0.0,DRAW
75.9,82.1,0.6,1.6,1.2,DRAW
75.5,75.1,1.2,1.0,0.0,DRAW
74.8,77.7,1.8,2.6,1.3333333333333333,LOSE
77.8,72.8,1.4,0.8,1.0,WIN
75.7,74.1,1.4,0.8,1.3333333333333333,LOSE
77.1,82.4,2.6,2.0,0.4,LOSE
78.1,77.0,1.0,0.4,1.2,WIN
76.4,75.9,1.0,1.2,1.8,LOSE
74.9,82.1,1.0,0.8,0.4,LOSE
84.3,76.1,3.0,0.6,3.0,WIN
80.6,83.5,2.0,1.6,0.8,DRAW
82.8,77.0,2.6,0.8,1.8,DRAW
83.5,77.4,3.0,1.4,2.0,DRAW
75.1,75.1,1.6,1.2,0.0,WIN
72.7,77.7,1.0,1.0,0.0,LOSE
74.0,73.6,0.2,0.6,2.0,DRAW
76.1,76.5,0.8,0.4,1.0,DRAW
77.2,75.5,0.8,0.2,0.0,WIN
83.3,77.1,2.2,1.0,1.8,WIN
75.0,79.1,1.0,1.8,0.2,WIN
79.9,84.1,1.8,2.6,2.0,WIN
83.1,75.0,1.6,0.2,1.2,WIN
74.4,82.2,1.2,1.2,0.0,LOSE
82.0,75.5,1.6,1.8,2.0,WIN
74.8,83.0,1.2,2.6,0.6666666666666666,LOSE
77.0,77.2,2.0,0.4,2.0,DRAW
77.4,76.8,2.0,0.6,1.8,WIN
77.0,73.8,1.2,0.8,1.0,WIN
77.7,75.0,1.6,0.6,1.4,DRAW
83.7,73.6,3.0,1.4,2.3333333333333335,WIN
76.8,81.5,1.0,1.4,0.6,DRAW
75.5,80.2,1.0,2.6,1.2,WIN
76.5,75.5,1.6,1.6,2.2,DRAW
75.5,82.1,1.4,1.2,0.6,WIN
73.8,79.9,1.0,2.0,0.0,LOSE
83.3,75.1,2.6,0.6,2.4,LOSE
76.5,75.1,0.6,0.2,1.0,DRAW
73.6,73.9,0.4,0.6,0.0,DRAW
78.6,76.6,1.6,1.4,1.2,WIN
84.7,76.0,3.0,0.4,3.0,WIN
83.1,83.5,2.6,2.6,1.2,WIN
77.0,77.4,1.8,0.0,2.4,DRAW
74.5,84.9,1.2,2.0,0.0,DRAW
75.1,76.8,1.6,0.2,1.4,WIN
75.5,76.5,1.0,1.6,3.0,WIN
78.4,75.5,2.0,0.8,2.4,DRAW
81.5,71.9,1.6,0.8,0.0,WIN
77.2,76.7,1.2,0.6,0.8,LOSE
82.8,77.5,1.6,1.0,2.4,WIN
76.1,73.6,1.6,1.2,1.0,DRAW
80.0,83.1,2.2,1.6,1.2,DRAW
77.5,83.6,1.0,1.6,0.4,WIN
83.1,82.8,2.6,1.0,1.2,WIN
78.5,75.9,1.6,1.6,1.4,WIN
77.2,75.1,1.4,0.4,1.0,DRAW
75.2,74.9,1.4,0.8,2.0,WIN
78.6,77.5,1.2,0.2,0.8,WIN
84.5,77.5,3.0,0.8,1.4,WIN
73.8,75.1,0.4,1.0,0.0,WIN
74.5,83.5,0.6,2.0,0.6666666666666666,WIN
76.4,80.3,0.6,2.0,1.2,LOSE
83.5,77.6,2.0,0.4,2.6,WIN
77.2,76.9,1.6,0.2,1.8,DRAW
75.5,74.5,2.0,1.4,2.0,DRAW
75.5,75.2,1.6,1.0,3.0,WIN
77.2,72.6,1.0,0.8,0.0,LOSE
80.1,78.8,2.2,1.6,1.4,WIN
74.8,76.5,0.8,1.0,2.0,DRAW
77.9,77.5,1.4,0.8,1.0,WIN
73.5,83.0,1.6,1.6,0.0,LOSE
81.8,83.1,2.2,1.6,1.0,WIN
83.2,85.1,2.2,1.6,1.0,LOSE
75.3,78.2,0.4,0.2,2.0,WIN
78.1,75.5,1.8,1.0,0.8,DRAW
75.5,76.9,0.6,0.4,0.8,DRAW
75.4,77.6,2.0,1.0,0.8,WIN
83.3,72.6,2.6,0.8,3.0,WIN
77.5,76.9,2.0,0.2,1.6,WIN
79.9,74.1,2.6,1.6,0.6666666666666666,WIN
75.5,82.2,2.0,0.8,0.0,WIN
84.7,83.6,3.0,1.0,1.8,WIN
73.1,81.5,1.0,1.4,0.2,LOSE
81.9,79.8,2.2,2.0,1.8,WIN
79.5,75.4,1.6,0.6,1.0,WIN
73.8,75.4,1.0,1.0,0.0,DRAW
74.5,76.2,1.2,1.2,0.6666666666666666,WIN
76.2,78.4,1.0,0.2,1.0,LOSE
78.6,75.3,1.6,0.6,2.3333333333333335,LOSE
83.6,73.1,2.0,1.0,1.2,WIN
80.0,77.4,1.6,0.2,1.8,WIN
74.8,83.5,2.2,2.2,0.2,LOSE
76.8,84.0,1.6,1.6,0.8,LOSE
75.3,76.8,2.0,0.2,1.4,WIN
73.7,74.3,1.0,0.8,3.0,LOSE
76.6,79.6,1.0,0.0,0.8,LOSE
80.4,77.3,2.6,0.2,2.0,WIN
74.5,80.5,1.0,1.8,1.2,LOSE
75.4,78.5,2.0,0.8,0.0,LOSE
77.0,76.6,1.6,1.2,1.2,WIN
83.3,75.3,2.6,1.2,2.0,WIN
74.5,73.8,1.8,0.6,0.0,WIN
77.4,75.2,2.0,1.2,1.4,DRAW
76.8,75.5,0.8,1.0,2.3333333333333335,LOSE
79.2,85.4,2.0,1.6,1.2,LOSE
79.7,76.5,2.0,0.4,2.0,WIN
82.6,82.5,2.0,2.2,1.6,LOSE
79.5,79.5,2.0,1.8,0.4,DRAW
75.7,74.3,2.0,0.8,1.2,DRAW
75.1,74.2,1.8,0.6,0.0,DRAW
78.8,74.5,1.8,1.0,3.0,LOSE
76.5,83.5,1.0,2.2,0.2,LOSE
77.4,74.9,2.2,1.4,1.0,LOSE
76.3,74.7,0.6,0.6,0.8,DRAW
82.7,83.8,3.0,1.8,1.6,LOSE
79.2,76.4,2.4,1.0,1.6,WIN
83.6,76.1,1.4,0.8,1.4,DRAW
76.1,83.5,0.6,0.8,0.6,LOSE
74.6,77.0,1.0,1.4,1.0,WIN
76.3,75.1,0.8,0.6,1.0,WIN
73.6,76.9,0.8,0.2,3.0,WIN
75.6,80.4,2.4,0.6,1.6,DRAW
80.1,75.7,2.6,1.2,2.0,WIN
83.1,84.8,2.6,2.0,2.0,LOSE
74.5,80.7,2.2,0.2,0.0,WIN
83.6,76.3,3.0,0.2,2.0,LOSE
76.1,77.0,1.6,0.4,1.2,DRAW
75.2,83.3,2.0,2.6,0.0,DRAW
75.6,81.8,1.6,1.8,0.8,LOSE
74.6,83.1,1.6,1.2,1.3333333333333333,LOSE
76.8,76.1,1.2,0.8,1.6,DRAW
76.3,79.5,0.2,2.0,0.6,DRAW
76.9,76.3,2.0,1.0,0.8,DRAW
80.7,76.1,2.4,0.8,1.6,WIN
76.5,74.6,0.4,2.0,1.0,DRAW
84.7,75.5,2.4,0.6,2.6,WIN
80.4,75.2,2.0,1.0,3.0,WIN
78.5,77.0,2.6,0.6,3.0,DRAW
74.6,75.2,1.6,0.4,1.0,DRAW
76.3,75.6,0.8,1.2,0.8,WIN
73.6,80.6,1.4,0.8,0.0,LOSE
74.5,76.3,2.6,0.6,1.3333333333333333,LOSE
76.4,75.1,0.6,1.0,1.6,WIN
75.3,84.1,2.6,1.2,1.0,LOSE
76.4,84.5,1.6,2.6,0.8,LOSE
83.3,77.5,2.4,0.0,1.4,WIN
83.1,76.2,2.4,0.2,2.6,WIN
75.5,82.2,1.6,1.8,0.0,WIN
76.6,76.3,0.4,1.0,0.6,LOSE
77.0,77.1,0.8,0.2,2.2,LOSE
77.2,74.4,1.6,1.0,3.0,WIN
76.3,83.5,0.4,2.6,0.8,WIN
75.7,75.9,1.0,0.4,2.2,WIN
79.7,76.2,2.0,0.4,1.4,DRAW
84.1,74.4,2.4,0.8,3.0,DRAW
