id,datetime,h_id,a_id,h_goals,a_goals,h_poise,a_poise
9288,2018-10-27 14:00:00,87,227,4,1,2.6,0.25
9289,2018-10-27 14:00:00,228,73,0,3,1.0,1.8
9290,2018-10-27 14:00:00,220,229,1,0,2.0,1.75
9291,2018-10-27 14:00:00,90,219,3,0,1.8,0.6
9292,2018-10-27 14:00:00,74,86,0,0,0.4,0.4
9293,2018-10-27 16:30:00,75,81,1,1,1.8,1.2
9294,2018-10-28 12:30:00,78,83,2,2,0.8,2.4
9295,2018-10-28 12:30:00,92,80,0,4,0.8,2.0
9287,2018-10-28 15:00:00,89,72,2,1,2.0,1.0
9296,2018-10-29 19:00:00,82,88,0,1,2.4,2.2
9297,2018-11-03 12:30:00,73,89,1,2,2.2,1.4
9298,2018-11-03 15:00:00,81,92,4,2,0.8,0.8
9299,2018-11-03 15:00:00,86,90,1,0,0.0,1.4
9301,2018-11-03 15:00:00,72,220,3,1,2.0,0.8
9302,2018-11-03 15:00:00,227,75,0,1,0.8,1.2
9303,2018-11-03 17:30:00,83,87,1,1,2.4,2.6
9304,2018-11-03 19:45:00,229,82,2,3,1.6,2.4
9300,2018-11-04 15:00:00,88,74,6,1,3.0,0.8
9305,2018-11-04 16:00:00,80,78,3,1,2.2,1.2
9306,2018-11-05 20:00:00,219,228,1,0,0.2,0.2
9307,2018-11-10 12:30:00,227,220,2,1,0.6,0.8
9308,2018-11-10 15:00:00,74,90,1,1,0.6,1.4
9309,2018-11-10 15:00:00,86,73,2,1,0.6,1.8
9310,2018-11-10 15:00:00,75,92,0,0,1.4,0.6
9311,2018-11-10 15:00:00,219,81,1,1,0.8,0.8
9312,2018-11-10 17:30:00,78,82,0,1,0.4,2.4
9313,2018-11-11 12:00:00,87,228,2,0,2.6,0.2
9314,2018-11-11 14:15:00,80,72,0,0,2.2,1.0
9315,2018-11-11 16:30:00,88,89,3,1,3.0,2.0
9316,2018-11-11 16:30:00,83,229,1,1,2.6,1.4
9317,2018-11-24 15:00:00,81,88,0,4,1.4,2.2
9318,2018-11-24 15:00:00,90,87,0,3,1.8,2.2
9319,2018-11-24 15:00:00,89,78,0,0,2.0,0.6
9320,2018-11-24 15:00:00,228,74,3,2,0.8,0.8
9321,2018-11-24 15:00:00,72,227,1,0,2.0,0.2
9322,2018-11-24 15:00:00,220,75,1,1,2.0,1.8
9323,2018-11-24 17:30:00,82,80,3,1,1.8,2.6
9324,2018-11-25 13:30:00,73,83,1,2,1.6,2.0
9325,2018-11-25 16:00:00,229,219,0,2,1.4,0.4
9326,2018-11-26 20:00:00,92,86,1,2,0.8,0.6
9335,2018-11-30 20:00:00,227,229,2,1,1.2,1.6
9328,2018-12-01 15:00:00,86,81,0,3,1.2,1.0
9329,2018-12-01 15:00:00,88,73,3,1,3.0,1.2
9331,2018-12-01 15:00:00,75,90,2,0,1.0,1.0
9332,2018-12-01 15:00:00,219,220,1,2,0.8,0.8
9333,2018-12-01 15:00:00,78,92,2,0,0.4,0.8
9327,2018-12-01 17:30:00,74,89,2,2,0.6,1.4
9334,2018-12-02 12:00:00,80,228,2,0,1.8,0.0
9336,2018-12-02 14:05:00,83,82,4,2,2.2,3.0
9330,2018-12-02 16:15:00,87,72,1,0,2.6,1.0
9337,2018-12-04 19:45:00,220,78,3,1,1.6,0.8
9338,2018-12-04 19:45:00,73,219,2,1,1.4,1.0
9340,2018-12-04 19:45:00,81,227,3,1,1.4,0.2
9341,2018-12-04 20:00:00,90,88,1,2,1.2,2.2
9339,2018-12-05 19:45:00,229,80,2,1,1.2,2.0
9342,2018-12-05 19:45:00,228,75,1,1,1.4,1.4
9343,2018-12-05 19:45:00,92,87,1,3,0.8,2.2
9345,2018-12-05 19:45:00,72,86,1,1,2.4,1.0
9344,2018-12-05 20:00:00,89,83,2,2,1.6,2.6
9346,2018-12-05 20:00:00,82,74,3,1,1.8,0.2
9355,2018-12-08 12:30:00,73,87,0,4,1.4,2.2
9347,2018-12-08 15:00:00,81,78,3,2,1.8,0.2
9349,2018-12-08 15:00:00,89,228,4,1,1.8,0.0
9353,2018-12-08 15:00:00,227,74,1,0,1.8,0.2
9354,2018-12-08 15:00:00,92,220,1,0,0.8,1.2
9356,2018-12-08 15:00:00,83,219,1,0,2.2,0.8
9352,2018-12-08 17:30:00,80,88,2,0,1.8,2.6
9350,2018-12-08 19:45:00,75,82,0,2,1.6,2.4
9348,2018-12-09 16:00:00,86,229,1,2,1.2,1.0
9351,2018-12-10 20:00:00,72,90,2,2,2.6,0.8
9361,2018-12-15 12:30:00,88,72,3,1,3.0,0.8
9357,2018-12-15 15:00:00,229,73,2,0,1.2,1.2
9358,2018-12-15 15:00:00,90,227,3,2,0.6,0.0
9359,2018-12-15 15:00:00,82,92,1,0,1.8,0.8
9363,2018-12-15 15:00:00,219,86,0,1,0.8,1.2
9365,2018-12-15 15:00:00,78,75,1,0,1.0,1.6
9364,2018-12-15 17:30:00,228,81,0,2,1.0,1.6
9360,2018-12-16 13:30:00,74,83,3,2,0.8,2.2
9366,2018-12-16 13:30:00,220,80,1,2,2.0,1.4
9362,2018-12-16 16:00:00,87,89,3,1,2.6,1.0
9367,2018-12-21 20:00:00,229,87,0,2,1.2,2.6
9376,2018-12-22 12:30:00,83,92,3,1,2.2,0.2
9368,2018-12-22 15:00:00,81,90,0,2,1.8,1.0
9369,2018-12-22 15:00:00,86,228,0,0,1.2,0.0
9370,2018-12-22 15:00:00,88,78,2,3,3.0,0.2
9371,2018-12-22 15:00:00,219,74,1,3,0.8,0.2
9373,2018-12-22 15:00:00,80,75,0,1,2.2,1.0
9375,2018-12-22 15:00:00,73,220,2,0,0.8,1.2
9374,2018-12-22 17:30:00,227,89,1,5,2.4,1.0
9372,2018-12-23 16:00:00,72,82,2,6,2.2,2.4
9383,2018-12-26 12:30:00,228,229,1,1,0.8,1.4
9378,2018-12-26 15:00:00,82,73,5,0,2.4,1.2
9380,2018-12-26 15:00:00,89,219,3,1,2.2,0.8
9381,2018-12-26 15:00:00,87,86,4,0,2.6,1.6
9382,2018-12-26 15:00:00,75,88,2,1,1.0,2.0
9384,2018-12-26 15:00:00,78,227,0,0,1.4,0.0
9385,2018-12-26 15:00:00,92,72,1,5,0.8,0.8
9386,2018-12-26 17:15:00,220,83,1,1,2.0,1.6
9377,2018-12-26 19:30:00,90,80,1,2,1.2,1.8
9379,2018-12-27 19:45:00,74,81,1,2,1.2,1.6
9387,2018-12-29 15:00:00,90,86,1,1,1.2,1.6
9388,2018-12-29 15:00:00,82,229,1,3,2.4,1.0
9392,2018-12-29 15:00:00,75,227,0,1,1.6,0.2
9393,2018-12-29 15:00:00,228,219,1,0,1.0,0.6
9396,2018-12-29 15:00:00,220,72,1,0,1.6,0.8
9391,2018-12-29 17:30:00,87,83,5,1,3.0,1.2
9394,2018-12-30 12:00:00,78,80,0,1,1.6,1.8
9389,2018-12-30 14:15:00,74,88,1,3,1.2,1.8
9395,2018-12-30 14:15:00,92,81,2,0,0.6,2.2
9390,2018-12-30 16:30:00,89,73,4,1,2.2,0.6
9402,2019-01-01 12:30:00,72,75,0,1,1.6,1.6
9406,2019-01-01 15:00:00,83,228,4,1,2.2,0.2
9404,2019-01-01 17:30:00,227,82,0,3,1.8,2.4
9397,2019-01-02 19:45:00,229,78,0,2,1.2,0.8
9398,2019-01-02 19:45:00,81,220,2,2,1.8,0.6
9401,2019-01-02 19:45:00,219,92,1,2,0.8,0.2
9403,2019-01-02 19:45:00,80,74,0,0,2.0,0.6
9405,2019-01-02 19:45:00,73,90,3,3,1.2,1.0
9399,2019-01-02 20:00:00,86,89,0,2,1.4,1.4
9400,2019-01-03 20:00:00,88,87,2,1,2.4,2.6
9407,2019-01-12 12:30:00,81,83,1,0,1.4,1.0
9410,2019-01-12 15:00:00,75,74,1,2,1.4,0.8
9412,2019-01-12 15:00:00,78,90,1,2,1.4,1.2
9414,2019-01-12 15:00:00,227,219,0,0,1.8,0.6
9415,2019-01-12 15:00:00,92,228,2,1,1.2,0.2
9416,2019-01-12 15:00:00,220,87,0,1,1.6,2.4
9413,2019-01-12 17:30:00,80,86,2,1,1.6,1.6
9411,2019-01-13 14:15:00,72,73,2,0,1.0,0.0
9408,2019-01-13 16:30:00,82,89,0,1,2.4,1.4
9409,2019-01-14 20:00:00,88,229,3,0,2.4,1.6
9417,2019-01-19 12:30:00,229,75,4,3,1.2,1.6
9418,2019-01-19 15:00:00,90,92,0,0,0.8,0.8
9419,2019-01-19 15:00:00,74,72,2,1,1.0,0.8
9420,2019-01-19 15:00:00,86,227,3,0,0.8,0.8
9421,2019-01-19 15:00:00,89,220,2,1,2.2,0.8
9422,2019-01-19 15:00:00,87,78,4,3,3.0,1.4
9425,2019-01-19 15:00:00,73,81,2,0,1.4,2.0
9426,2019-01-19 17:30:00,83,80,2,0,2.6,1.8
9423,2019-01-20 13:30:00,219,88,0,3,0.2,1.8
9424,2019-01-20 16:00:00,228,82,1,2,1.6,2.4
9427,2019-01-29 19:45:00,229,81,3,0,1.8,1.8
9428,2019-01-29 19:45:00,219,72,0,1,0.0,0.6
9429,2019-01-29 19:45:00,228,220,4,2,1.0,0.8
9431,2019-01-29 19:45:00,83,227,2,1,3.0,0.8
9432,2019-01-29 20:00:00,89,92,2,2,2.6,0.8
9434,2019-01-29 20:00:00,86,88,2,1,0.8,1.8
9430,2019-01-30 19:45:00,73,80,4,0,2.0,1.8
9433,2019-01-30 19:45:00,74,78,1,1,1.4,1.2
9435,2019-01-30 20:00:00,82,90,2,1,1.8,1.6
9436,2019-01-30 20:00:00,87,75,1,1,3.0,1.4
9438,2019-02-02 12:30:00,82,86,1,0,1.8,1.0
9441,2019-02-02 15:00:00,72,229,1,3,1.0,1.4
9442,2019-02-02 15:00:00,78,228,2,0,1.4,0.2
9443,2019-02-02 15:00:00,80,219,5,0,2.0,0.2
9445,2019-02-02 15:00:00,92,74,1,1,1.8,1.4
9446,2019-02-02 15:00:00,220,90,0,0,1.4,1.6
9444,2019-02-02 17:30:00,227,73,2,0,1.4,0.0
9440,2019-02-03 14:05:00,75,89,0,1,1.2,2.0
9439,2019-02-03 16:30:00,88,83,3,1,2.4,0.4
9437,2019-02-04 20:00:00,81,87,1,1,2.0,2.4
9461,2019-02-06 19:45:00,72,88,0,2,0.8,1.2
9447,2019-02-09 12:30:00,228,89,0,3,1.4,2.4
9448,2019-02-09 15:00:00,78,81,1,1,1.4,1.2
9451,2019-02-09 15:00:00,90,72,1,0,1.0,1.2
9453,2019-02-09 15:00:00,74,227,1,2,1.4,0.8
9455,2019-02-09 15:00:00,87,73,3,0,2.6,0.0
9456,2019-02-09 15:00:00,219,83,1,2,0.0,0.2
9449,2019-02-09 17:30:00,220,92,1,3,1.0,1.0
9452,2019-02-10 13:30:00,82,75,3,1,1.8,1.4
9454,2019-02-10 16:00:00,88,80,6,0,2.4,1.8
9450,2019-02-11 20:00:00,229,86,1,1,1.8,0.8
9457,2019-02-22 19:45:00,81,228,3,1,1.6,0.2
9463,2019-02-22 19:45:00,227,90,1,5,1.4,1.6
9464,2019-02-23 12:30:00,92,82,2,1,2.0,2.4
9458,2019-02-23 15:00:00,86,219,2,0,1.4,0.2
9465,2019-02-23 15:00:00,73,229,1,1,2.0,2.0
9460,2019-02-23 17:30:00,75,78,1,4,0.6,1.4
9459,2019-02-24 14:05:00,89,87,0,0,2.6,2.0
9466,2019-02-24 14:05:00,83,74,2,0,3.0,1.6
9467,2019-02-26 19:45:00,75,220,2,1,0.6,0.2
9468,2019-02-26 19:45:00,219,229,1,0,0.0,1.6
9469,2019-02-26 19:45:00,227,72,0,3,0.8,1.2
9473,2019-02-26 20:00:00,86,92,2,0,2.0,1.6
9470,2019-02-27 19:45:00,83,73,5,1,3.0,0.0
9472,2019-02-27 19:45:00,74,228,2,0,0.8,0.2
9471,2019-02-27 20:00:00,78,89,1,3,1.0,3.0
9474,2019-02-27 20:00:00,80,82,2,0,2.0,2.4
9475,2019-02-27 20:00:00,88,81,1,0,2.4,0.8
9476,2019-02-27 20:00:00,87,90,5,0,2.6,1.6
9480,2019-03-02 12:30:00,82,83,1,1,1.8,0.8
9477,2019-03-02 15:00:00,229,227,2,0,1.4,1.4
9481,2019-03-02 15:00:00,89,74,3,2,2.2,1.6
9484,2019-03-02 15:00:00,92,78,1,3,2.0,2.0
9485,2019-03-02 15:00:00,220,219,1,0,1.0,0.2
9486,2019-03-02 15:00:00,73,88,0,1,2.2,1.8
9478,2019-03-02 17:30:00,81,86,2,0,1.6,0.4
9479,2019-03-03 12:00:00,90,75,2,1,1.6,1.4
9482,2019-03-03 14:05:00,228,80,1,2,1.4,1.2
9483,2019-03-03 16:15:00,72,87,0,0,0.6,1.6
9493,2019-03-09 12:30:00,78,220,1,2,0.8,0.2
9487,2019-03-09 15:00:00,74,82,2,1,1.4,1.8
9488,2019-03-09 15:00:00,86,72,3,2,2.4,1.2
9491,2019-03-09 15:00:00,75,228,3,1,0.6,0.0
9492,2019-03-09 15:00:00,219,73,0,2,0.6,0.0
9495,2019-03-09 15:00:00,227,81,2,0,0.8,0.2
9489,2019-03-09 17:30:00,88,90,3,1,3.0,1.4
9490,2019-03-10 12:00:00,87,92,4,2,2.6,1.6
9494,2019-03-10 14:05:00,80,229,1,1,2.0,1.4
9496,2019-03-10 16:30:00,83,89,2,0,3.0,3.0
9498,2019-03-16 15:00:00,81,219,4,3,2.2,0.2
9504,2019-03-16 15:00:00,92,75,1,2,2.0,0.8
9506,2019-03-16 15:00:00,73,86,2,2,1.6,0.4
9502,2019-03-17 14:15:00,228,87,1,2,1.2,1.2
9503,2019-03-17 16:30:00,72,80,2,0,0.8,1.2
9512,2019-03-30 12:30:00,228,88,0,2,0.6,2.4
9509,2019-03-30 15:00:00,89,90,2,1,2.2,0.8
9511,2019-03-30 15:00:00,75,73,2,0,1.2,0.6
9513,2019-03-30 15:00:00,78,219,2,0,0.8,0.2
9515,2019-03-30 15:00:00,92,229,2,0,1.4,1.0
9516,2019-03-30 15:00:00,220,74,0,1,1.4,1.0
9508,2019-03-30 17:30:00,81,72,0,2,2.6,1.2
9514,2019-03-31 13:05:00,227,80,1,2,1.4,0.6
9510,2019-03-31 15:30:00,87,82,2,1,2.6,1.2
9507,2019-04-01 20:00:00,83,86,2,0,3.0,0.4
9517,2019-04-02 19:45:00,229,89,2,1,2.0,2.4
9518,2019-04-02 19:45:00,90,228,4,1,1.6,0.0
9462,2019-04-03 19:45:00,80,220,3,0,2.2,0.8
9500,2019-04-03 19:45:00,82,78,2,0,2.0,2.0
9522,2019-04-03 19:45:00,88,227,2,0,3.0,1.2
9520,2019-04-05 20:00:00,74,87,1,3,2.0,1.8
9521,2019-04-06 15:00:00,86,78,0,1,3.0,1.4
9523,2019-04-06 15:00:00,219,75,1,4,0.6,0.8
9526,2019-04-06 15:00:00,73,92,1,3,1.6,1.0
9524,2019-04-07 14:05:00,72,83,1,0,1.4,0.8
9525,2019-04-08 20:00:00,80,81,2,0,2.6,0.2
9532,2019-04-12 20:00:00,75,86,0,1,1.8,0.4
9528,2019-04-13 12:30:00,82,219,4,0,2.6,0.0
9529,2019-04-13 15:00:00,74,229,3,1,1.4,1.0
9533,2019-04-13 15:00:00,228,72,2,0,0.6,1.8
9535,2019-04-13 15:00:00,92,227,2,0,1.4,0.6
9536,2019-04-13 15:00:00,220,73,0,5,0.8,0.6
9530,2019-04-13 17:30:00,89,81,2,1,2.2,0.2
9534,2019-04-14 14:05:00,78,88,1,3,1.4,2.4
9531,2019-04-14 16:30:00,87,80,2,0,2.6,1.2
9527,2019-04-15 20:00:00,90,83,0,1,2.2,0.8
9505,2019-04-16 19:45:00,220,227,0,2,0.8,0.6
9540,2019-04-20 12:30:00,88,82,1,0,3.0,0.6
9537,2019-04-20 15:00:00,229,220,0,0,2.6,0.6
9538,2019-04-20 15:00:00,81,75,2,2,2.0,1.4
9541,2019-04-20 15:00:00,219,90,1,2,0.6,0.8
9545,2019-04-20 15:00:00,73,228,0,1,1.0,0.0
9539,2019-04-20 17:30:00,86,74,3,1,2.4,1.4
9542,2019-04-21 13:30:00,72,89,4,0,1.4,1.8
9544,2019-04-21 16:00:00,227,87,0,2,1.2,1.8
9546,2019-04-21 16:00:00,83,78,2,3,3.0,2.0
9543,2019-04-22 20:00:00,80,92,2,2,2.6,1.4
9499,2019-04-23 19:45:00,90,74,1,1,2.0,0.8
9519,2019-04-23 19:45:00,82,220,1,0,2.6,0.8
9497,2019-04-24 19:45:00,229,83,3,1,2.2,1.4
9501,2019-04-24 20:00:00,89,88,0,2,2.2,2.4
9551,2019-04-26 20:00:00,87,219,5,0,3.0,0.0
9548,2019-04-27 12:30:00,82,81,0,1,2.6,0.2
9547,2019-04-27 15:00:00,90,229,1,2,2.0,0.4
9549,2019-04-27 15:00:00,74,73,3,3,1.8,1.2
9553,2019-04-27 15:00:00,228,227,1,0,0.6,1.2
9554,2019-04-27 15:00:00,78,72,0,0,0.8,1.2
9556,2019-04-27 17:30:00,220,86,1,1,0.6,1.0
9552,2019-04-28 12:00:00,75,83,3,0,1.8,1.4
9555,2019-04-28 14:05:00,92,88,0,1,1.8,3.0
9550,2019-04-28 16:30:00,89,80,1,1,2.0,1.2
9562,2019-05-03 19:00:00,72,92,2,0,2.0,1.4
9565,2019-05-04 11:30:00,73,82,1,0,0.4,0.0
9557,2019-05-04 14:00:00,229,228,1,0,2.2,0.6
9558,2019-05-04 14:00:00,81,74,3,0,2.0,0.8
9564,2019-05-04 16:30:00,227,78,2,3,0.6,2.4
9559,2019-05-04 18:45:00,86,87,2,3,2.4,2.2
9561,2019-05-05 13:00:00,219,89,1,1,0.6,1.2
9563,2019-05-05 13:00:00,80,90,3,0,2.2,1.2
9566,2019-05-05 15:30:00,83,220,1,1,2.4,0.8
9560,2019-05-06 19:00:00,88,75,1,0,3.0,1.4
9567,2019-05-12 14:00:00,90,81,1,4,1.4,0.6
9568,2019-05-12 14:00:00,82,72,2,2,2.0,1.4
9569,2019-05-12 14:00:00,74,219,1,1,2.0,0.0
9570,2019-05-12 14:00:00,89,227,0,2,2.0,0.6
9571,2019-05-12 14:00:00,87,229,2,0,3.0,0.8
9572,2019-05-12 14:00:00,75,80,0,0,2.4,1.4
9573,2019-05-12 14:00:00,228,86,0,4,1.2,1.0
9574,2019-05-12 14:00:00,78,73,5,3,0.8,1.4
9575,2019-05-12 14:00:00,92,83,1,3,1.2,0.8
9576,2019-05-12 14:00:00,220,88,1,4,0.8,3.0
11643,2019-08-09 20:00:00,87,79,4,1,3.0,0.6
11644,2019-08-10 12:30:00,81,88,0,5,2.0,3.0
11645,2019-08-10 15:00:00,73,238,1,1,0.8,0
11646,2019-08-10 15:00:00,92,74,3,0,1.2,0.8
11647,2019-08-10 15:00:00,78,72,0,0,1.4,1.0
11648,2019-08-10 15:00:00,90,220,0,3,0.8,1.0
11649,2019-08-10 17:30:00,82,71,3,1,2.0,0.0
11650,2019-08-11 14:00:00,86,83,0,1,1.8,1.2
11651,2019-08-11 14:00:00,75,229,0,0,2.0,0.8
11652,2019-08-11 16:30:00,89,80,4,0,1.4,1.0
11653,2019-08-17 12:30:00,83,92,2,1,2.0,0.8
11654,2019-08-17 15:00:00,71,73,1,2,0.2,1.4
11655,2019-08-17 15:00:00,220,81,1,1,0.2,1.2
11656,2019-08-17 15:00:00,72,90,1,0,2.6,0.6
11657,2019-08-17 15:00:00,79,86,3,1,1.4,1.6
11658,2019-08-17 15:00:00,74,87,1,2,1.6,2.6
11659,2019-08-17 17:30:00,88,82,2,2,3.0,0.0
11660,2019-08-18 14:00:00,238,78,1,0,0,2.4
11661,2019-08-18 16:30:00,80,75,1,1,2.2,1.4
11662,2019-08-19 20:00:00,229,89,1,1,2.6,0.8
11663,2019-08-23 20:00:00,71,72,2,0,0.2,1.2
11664,2019-08-24 12:30:00,79,80,2,3,1.8,1.0
11665,2019-08-24 15:00:00,238,75,1,2,3.0,1.6
11666,2019-08-24 15:00:00,220,74,0,2,0.4,0.8
11667,2019-08-24 15:00:00,90,81,1,3,0.2,1.4
11669,2019-08-24 15:00:00,89,78,1,2,1.4,1.8
11670,2019-08-24 17:30:00,87,83,3,1,3.0,1.8
11671,2019-08-25 14:00:00,73,88,1,3,1.0,3.0
11668,2019-08-25 16:30:00,229,92,1,1,2.2,0.8
11672,2019-08-25 16:30:00,82,86,0,1,2.0,1.4
11673,2019-08-31 12:30:00,74,89,1,1,1.0,0.4
11674,2019-08-31 15:00:00,81,79,2,0,1.4,0.6
11675,2019-08-31 15:00:00,80,238,2,2,2.2,1.0
11676,2019-08-31 15:00:00,78,71,1,0,1.6,0.0
11677,2019-08-31 15:00:00,75,73,3,1,1.6,1.4
11678,2019-08-31 15:00:00,88,220,4,0,2.6,1.0
11679,2019-08-31 15:00:00,86,90,1,1,1.2,0.6
11680,2019-08-31 17:30:00,92,87,0,3,1.8,3.0
11681,2019-09-01 14:00:00,72,229,3,2,3.0,0.8
11682,2019-09-01 16:30:00,83,82,2,2,2.0,0.2
11683,2019-09-14 11:30:00,87,86,3,1,3.0,2.0
11684,2019-09-14 14:00:00,89,75,1,0,0.8,1.6
11685,2019-09-14 14:00:00,220,92,1,1,0.4,1.0
11686,2019-09-14 14:00:00,238,74,0,1,1.5,0.8
11687,2019-09-14 14:00:00,82,78,4,0,1.4,2.4
11688,2019-09-14 14:00:00,229,80,2,5,1.8,1.0
11689,2019-09-14 16:30:00,79,88,3,2,1.2,3.0
11690,2019-09-15 13:00:00,73,72,3,1,0.8,0.6
11691,2019-09-15 15:30:00,90,83,2,2,0.2,1.2
11692,2019-09-16 19:00:00,71,81,0,0,0.8,2.0
11693,2019-09-20 19:00:00,74,73,1,3,1.2,1.4
11694,2019-09-21 11:30:00,75,82,2,1,1.6,0.4
11695,2019-09-21 14:00:00,88,90,8,0,2.6,0.8
11696,2019-09-21 14:00:00,92,79,2,0,1.2,0.0
11698,2019-09-21 14:00:00,72,238,0,2,3.0,1.0
11699,2019-09-21 16:30:00,86,220,0,0,0.8,1.0
11697,2019-09-22 13:00:00,78,229,1,1,1.6,0.8
11700,2019-09-22 13:00:00,81,89,2,0,1.4,0.6
11701,2019-09-22 15:30:00,80,87,1,2,1.8,3.0
11702,2019-09-22 15:30:00,83,71,3,2,1.6,0.0
11703,2019-09-28 11:30:00,238,87,0,1,1.0,3.0
11704,2019-09-28 14:00:00,82,74,2,1,1.4,1.4
11705,2019-09-28 14:00:00,229,90,2,0,1.6,0.8
11706,2019-09-28 14:00:00,71,92,2,2,1.0,0.6
11707,2019-09-28 14:00:00,73,81,2,2,1.4,2.2
11708,2019-09-28 14:00:00,80,220,2,0,1.2,1.0
11709,2019-09-28 14:00:00,78,79,2,0,1.8,0.0
11711,2019-09-28 16:30:00,72,88,1,3,2.4,2.4
11710,2019-09-29 15:30:00,75,86,5,0,2.2,1.4
11712,2019-09-30 19:00:00,89,83,1,1,1.4,1.4
11713,2019-10-05 12:30:00,220,82,3,0,0.6,0.4
11714,2019-10-05 15:00:00,92,72,1,0,1.2,0.6
11715,2019-10-05 15:00:00,87,75,2,1,3.0,1.0
11717,2019-10-05 15:00:00,79,71,1,5,1.8,0.0
11719,2019-10-05 15:00:00,90,238,0,0,0.2,1.6666666666666667
11720,2019-10-05 17:30:00,81,78,1,2,2.0,1.8
11716,2019-10-06 14:00:00,88,229,0,2,2.6,1.0
11718,2019-10-06 14:00:00,74,80,1,4,0.6,1.6
11722,2019-10-06 14:00:00,83,73,1,0,1.6,1.4
11721,2019-10-06 16:30:00,86,89,1,0,1.0,0.6
11727,2019-10-19 12:30:00,72,81,2,0,1.8,1.8
11723,2019-10-19 15:00:00,71,220,2,1,1.2,1.0
11724,2019-10-19 15:00:00,73,79,0,0,1.6,0.0
11725,2019-10-19 15:00:00,80,86,1,0,1.6,1.2
11728,2019-10-19 15:00:00,75,92,2,1,2.2,0.6
11731,2019-10-19 15:00:00,82,90,1,1,2.0,0.2
11732,2019-10-19 15:00:00,229,74,1,1,1.6,1.2
11726,2019-10-19 17:30:00,78,88,0,2,2.2,2.4
11729,2019-10-20 16:30:00,89,87,1,1,1.4,3.0
11730,2019-10-21 20:00:00,238,83,1,0,0.75,1.6
11740,2019-10-25 20:00:00,74,75,0,9,0.4,0.8
11737,2019-10-26 12:30:00,88,71,3,0,2.0,0.6
11734,2019-10-26 15:00:00,220,72,3,2,1.0,0.4
11741,2019-10-26 15:00:00,90,73,0,0,0.4,1.2
11742,2019-10-26 15:00:00,81,238,1,1,1.8,1.5
11735,2019-10-26 17:30:00,92,80,2,4,1.8,2.0
11738,2019-10-27 14:00:00,86,229,1,1,1.0,1.0
11733,2019-10-27 16:30:00,83,78,2,2,2.2,1.8
11736,2019-10-27 16:30:00,87,82,2,1,3.0,0.4
11739,2019-10-27 16:30:00,79,89,1,3,1.8,0.6
11745,2019-11-02 12:30:00,73,89,1,0,1.2,1.0
11743,2019-11-02 15:00:00,83,229,1,1,2.2,1.2
11744,2019-11-02 15:00:00,71,87,1,2,1.6,2.6
11746,2019-11-02 15:00:00,220,79,2,0,1.6,0.2
11749,2019-11-02 15:00:00,88,74,2,1,2.0,1.4
11750,2019-11-02 15:00:00,238,92,3,0,1.2,0.6
11752,2019-11-02 15:00:00,81,86,2,3,1.4,0.6
11751,2019-11-02 17:30:00,90,80,1,2,0.6,2.4
11747,2019-11-03 14:00:00,78,75,0,2,1.6,1.4
11748,2019-11-03 16:30:00,72,82,1,1,1.8,0.4
11757,2019-11-08 20:00:00,79,90,0,2,1.2,0.4
11754,2019-11-09 12:30:00,80,78,2,0,1.6,1.4
11753,2019-11-09 15:00:00,92,81,3,0,1.8,1.2
11756,2019-11-09 15:00:00,86,73,2,1,1.2,1.4
11758,2019-11-09 15:00:00,74,72,1,2,0.2,0.2
11759,2019-11-09 15:00:00,82,238,1,1,2.0,1.4
11762,2019-11-09 17:30:00,75,83,2,0,2.6,1.0
11760,2019-11-10 14:00:00,229,71,2,1,1.2,0.6
11761,2019-11-10 14:00:00,89,220,3,1,1.6,0.8
11755,2019-11-10 16:30:00,87,88,3,1,3.0,2.4
11772,2019-11-23 12:30:00,81,82,2,3,1.4,0.4
11763,2019-11-23 15:00:00,83,74,2,2,1.8,1.4
11765,2019-11-23 15:00:00,73,229,1,2,1.6,1.2
11766,2019-11-23 15:00:00,220,75,0,2,2.0,1.8
11767,2019-11-23 15:00:00,78,87,1,2,1.4,2.6
11768,2019-11-23 15:00:00,72,79,0,2,1.4,0.2
11771,2019-11-23 15:00:00,90,92,0,3,0.6,0.6
11769,2019-11-23 17:30:00,88,80,2,1,2.4,3.0
11770,2019-11-24 16:30:00,238,89,3,3,1.2,0.8
11764,2019-11-25 20:00:00,71,86,2,0,1.6,1.2
11777,2019-11-30 12:30:00,86,88,2,2,1.8,1.8
11773,2019-11-30 15:00:00,92,78,0,2,1.8,1.4
11774,2019-11-30 15:00:00,80,81,0,1,2.0,1.0
11776,2019-11-30 15:00:00,87,220,2,1,3.0,0.2
11779,2019-11-30 15:00:00,82,73,3,2,1.6,0.8
11778,2019-11-30 17:30:00,74,90,2,1,0.2,1.0
11780,2019-12-01 14:00:00,229,238,1,1,1.6,1.4
11781,2019-12-01 14:00:00,79,83,2,2,0.6,0.4
11775,2019-12-01 16:30:00,75,72,2,1,3.0,0.6
11782,2019-12-01 16:30:00,89,71,2,2,1.6,0.6
11791,2019-12-03 19:30:00,78,73,1,0,0.8,0.8
11784,2019-12-03 20:15:00,92,88,1,4,1.8,1.4
11785,2019-12-04 19:30:00,75,90,2,0,3.0,0.8
11787,2019-12-04 19:30:00,229,81,2,0,1.6,1.0
11788,2019-12-04 19:30:00,89,82,2,1,1.8,0.8
11789,2019-12-04 19:30:00,80,71,2,1,1.8,0.8
